filename,shape_type,target,center_x,center_y,size,color,quadrant,row,column,num_distractors,num_images,distractor_color,color_bin_index,rotation_angle
image_0.png,shaded_sphere,True,198.7235202835263,339.0533744737475,30,#00FF00,Quadrant 3,2,1,13,300,#00FF00,0,270.0
image_0.png,shaded_sphere_below,False,250.03325143056472,50.374975577922136,30,#0000FF,Quadrant 2,1,2,13,,#0000FF,0,270.0
image_0.png,shaded_sphere_below,False,323.9889015720236,50.16785750737575,30,#0000FF,Quadrant 2,1,2,13,,#0000FF,0,270.0
image_0.png,shaded_sphere_below,False,314.76892633046924,178.8319551309308,30,#0000FF,Quadrant 2,1,2,13,,#0000FF,0,270.0
image_0.png,shaded_sphere_below,False,238.94210419189196,133.39401462259545,30,#0000FF,Quadrant 2,1,2,13,,#0000FF,0,270.0
image_0.png,shaded_sphere_below,False,277.7494161421991,242.68187237625986,30,#0000FF,Quadrant 4,2,2,13,,#0000FF,0,270.0
image_0.png,shaded_sphere_below,False,81.08294302913697,158.8398725366683,30,#0000FF,Quadrant 1,1,1,13,,#0000FF,0,270.0
image_0.png,shaded_sphere_below,False,355.49483208981104,237.9930645540677,30,#0000FF,Quadrant 4,2,2,13,,#0000FF,0,270.0
image_0.png,shaded_sphere_below,False,106.42233868864834,47.161333644416835,30,#0000FF,Quadrant 1,1,1,13,,#0000FF,0,270.0
image_0.png,shaded_sphere_below,False,185.04945415100147,80.69804992858258,30,#0000FF,Quadrant 1,1,1,13,,#0000FF,0,270.0
image_0.png,shaded_sphere_below,False,174.35486318531207,202.67473345555234,30,#0000FF,Quadrant 3,2,1,13,,#0000FF,0,270.0
image_0.png,shaded_sphere_below,False,38.56123227616113,24.127408983037473,30,#0000FF,Quadrant 1,1,1,13,,#0000FF,0,270.0
image_0.png,shaded_sphere_below,False,52.10265389242996,111.9224836849273,30,#0000FF,Quadrant 1,1,1,13,,#0000FF,0,270.0
image_0.png,shaded_sphere_below,False,141.27405298255977,267.42292035021535,30,#0000FF,Quadrant 3,2,1,13,,#0000FF,0,270.0
image_1.png,shaded_sphere,True,288.78364481907096,338.0263225443354,30,#00FF00,Quadrant 4,2,2,15,300,#00FF00,0,270.0
image_1.png,shaded_sphere_below,False,369.0565888487095,382.53242670454625,30,#0000FF,Quadrant 4,2,2,15,,#0000FF,0,270.0
image_1.png,shaded_sphere_below,False,254.01574920142082,253.02772467575505,30,#0000FF,Quadrant 4,2,2,15,,#0000FF,0,270.0
image_1.png,shaded_sphere_below,False,73.01584495185375,172.15685913952868,30,#0000FF,Quadrant 1,1,1,15,,#0000FF,0,270.0
image_1.png,shaded_sphere_below,False,72.56839827838483,79.13337256331448,30,#0000FF,Quadrant 1,1,1,15,,#0000FF,0,270.0
