filename,shape_type,target,center_x,center_y,size,color,quadrant,row,column,num_distractors,num_images,distractor_color,color_bin_index,rotation_angle
image_0.png,2,True,103.56912073771402,63.7453369825044,20,#0000FF,Quadrant 1,1,1,0,50,#0000FF,0,266.9581799135398
image_1.png,2,True,22.26334894759059,93.64515447576207,20,#FF0000,Quadrant 1,1,1,50,50,#FF0000,0,151.89185508669735
image_1.png,5,False,216.9878796680159,94.32655513138336,20,#0000FF,Quadrant 2,1,2,50,,#0000FF,0,233.95839760062836
image_1.png,5,False,316.96471262421846,13.456531158307065,20,#0000FF,Quadrant 2,1,2,50,,#0000FF,0,212.13564619532713
image_1.png,5,False,274.8966913055498,139.61469524380092,20,#0000FF,Quadrant 2,1,2,50,,#0000FF,0,290.0949306598108
image_1.png,5,False,372.8265412941633,138.23273805257293,20,#0000FF,Quadrant 2,1,2,50,,#0000FF,0,55.97261993224136
image_1.png,5,False,47.558790443049396,331.3528704793398,20,#0000FF,Quadrant 3,2,1,50,,#0000FF,0,33.38850361685325
image_1.png,5,False,316.0944872977157,286.83861537026314,20,#0000FF,Quadrant 4,2,2,50,,#0000FF,0,217.3413712920808
image_1.png,5,False,324.51496308763205,244.800466393685,20,#0000FF,Quadrant 4,2,2,50,,#0000FF,0,198.7346272583617
image_1.png,5,False,229.23911090705604,277.3281540892411,20,#0000FF,Quadrant 4,2,2,50,,#0000FF,0,310.2144841118798
image_1.png,5,False,97.14554819628471,120.38865024159651,20,#0000FF,Quadrant 1,1,1,50,,#0000FF,0,16.4967781160384
image_1.png,5,False,98.9949550444694,49.17854031687761,20,#0000FF,Quadrant 1,1,1,50,,#0000FF,0,28.725111692505898
image_1.png,5,False,251.28871993194326,148.90656365069185,20,#0000FF,Quadrant 2,1,2,50,,#0000FF,0,100.07049711963316
image_1.png,5,False,255.95737562321236,241.25152014212154,20,#0000FF,Quadrant 4,2,2,50,,#0000FF,0,337.1956515764978
image_1.png,5,False,286.609929625232,72.76614264200893,20,#0000FF,Quadrant 2,1,2,50,,#0000FF,0,61.609913351314916
image_1.png,5,False,385.039826540633,252.9199092248471,20,#0000FF,Quadrant 4,2,2,50,,#0000FF,0,136.6039590327532
image_1.png,5,False,269.7841868741726,329.59802583174803,20,#0000FF,Quadrant 4,2,2,50,,#0000FF,0,200.50190775887265
image_1.png,5,False,97.58017120243146,23.133892195726276,20,#0000FF,Quadrant 1,1,1,50,,#0000FF,0,279.3599681566481
image_1.png,5,False,112.20605111881564,90.7515148756314,20,#0000FF,Quadrant 1,1,1,50,,#0000FF,0,113.5630973012695
image_1.png,5,False,342.2669628066688,129.94823894182466,20,#0000FF,Quadrant 2,1,2,50,,#0000FF,0,339.4474971606196
image_1.png,5,False,160.54885860093108,356.69898892192543,20,#0000FF,Quadrant 3,2,1,50,,#0000FF,0,235.95791950615683
image_1.png,5,False,110.31632802166953,231.9735043044983,20,#0000FF,Quadrant 3,2,1,50,,#0000FF,0,202.0925282987343
image_1.png,5,False,161.97339094307017,93.90324696145309,20,#0000FF,Quadrant 1,1,1,50,,#0000FF,0,323.2162380968917
image_1.png,5,False,203.60093900970358,45.36375780169409,20,#0000FF,Quadrant 2,1,2,50,,#0000FF,0,359.11353833823966
image_1.png,5,False,52.44737127254916,248.17460376376803,20,#0000FF,Quadrant 3,2,1,50,,#0000FF,0,16.961895152904447
image_1.png,5,False,170.57646745028057,35.0134729254398,20,#0000FF,Quadrant 1,1,1,50,,#0000FF,0,285.1485711706671
image_1.png,5,False,387.5338817307566,211.00522244747378,20,#0000FF,Quadrant 4,2,2,50,,#0000FF,0,137.38294314235324
image_1.png,5,False,268.68651949204525,213.97478489452456,20,#0000FF,Quadrant 4,2,2,50,,#0000FF,0,259.45985496967006
image_1.png,5,False,253.28355986316745,53.166721619241294,20,#0000FF,Quadrant 2,1,2,50,,#0000FF,0,96.0570683829154
image_1.png,5,False,110.5610611839123,200.22155073301278,20,#0000FF,Quadrant 3,2,1,50,,#0000FF,0,315.30705853614984
image_1.png,5,False,355.97332327234216,340.0560193982979,20,#0000FF,Quadrant 4,2,2,50,,#0000FF,0,64.31467699084729
image_1.png,5,False,299.2290824284072,214.88527338521854,20,#0000FF,Quadrant 4,2,2,50,,#0000FF,0,55.02213667786853
image_1.png,5,False,211.47368808977708,11.216176736362645,20,#0000FF,Quadrant 2,1,2,50,,#0000FF,0,280.305532307001
image_1.png,5,False,18.36220862184461,362.1992769480253,20,#0000FF,Quadrant 3,2,1,50,,#0000FF,0,116.69618052168231
image_1.png,5,False,342.88762849912735,368.94689032264176,20,#0000FF,Quadrant 4,2,2,50,,#0000FF,0,20.853059937907517
image_1.png,5,False,138.79634249173813,233.3806955768342,20,#0000FF,Quadrant 3,2,1,50,,#0000FF,0,80.89104133136065
image_1.png,5,False,97.53999428061636,353.24876491631636,20,#0000FF,Quadrant 3,2,1,50,,#0000FF,0,227.1970646172356
image_1.png,5,False,226.85428927695753,189.66964794585817,20,#0000FF,Quadrant 2,1,2,50,,#0000FF,0,336.7851266090416
image_1.png,5,False,316.2338651557912,82.97494762878978,20,#0000FF,Quadrant 2,1,2,50,,#0000FF,0,282.4629927446712
image_1.png,5,False,173.9373469496107,171.11271950153005,20,#0000FF,Quadrant 1,1,1,50,,#0000FF,0,34.895093122376394
image_1.png,5,False,286.59067109582355,265.531798876868,20,#0000FF,Quadrant 4,2,2,50,,#0000FF,0,168.12888049320298
image_1.png,5,False,48.201955295440456,163.1908446346576,20,#0000FF,Quadrant 1,1,1,50,,#0000FF,0,354.2994760917478
image_1.png,5,False,336.712218741355,104.99209422186797,20,#0000FF,Quadrant 2,1,2,50,,#0000FF,0,122.14893794218673
image_1.png,5,False,336.58996159997196,219.02296810604255,20,#0000FF,Quadrant 4,2,2,50,,#0000FF,0,159.5270682192445
image_1.png,5,False,388.72877306001067,327.0184271602218,20,#0000FF,Quadrant 4,2,2,50,,#0000FF,0,18.211798628957247
image_1.png,5,False,194.5723454203716,91.79647909729067,20,#0000FF,Quadrant 1,1,1,50,,#0000FF,0,59.87199981740905
image_1.png,5,False,111.24675598907343,307.3786875365592,20,#0000FF,Quadrant 3,2,1,50,,#0000FF,0,354.7111837607013
image_1.png,5,False,123.15555803694527,377.17213995834203,20,#0000FF,Quadrant 3,2,1,50,,#0000FF,0,55.72685709866309
image_1.png,5,False,70.50957116112468,374.17442543774223,20,#0000FF,Quadrant 3,2,1,50,,#0000FF,0,306.97916113738273
image_1.png,5,False,81.24183525071338,235.92327023811046,20,#0000FF,Quadrant 3,2,1,50,,#0000FF,0,28.840127486611276
image_1.png,5,False,169.46701799695978,231.62812535208295,20,#0000FF,Quadrant 3,2,1,50,,#0000FF,0,222.97734371955713
image_1.png,5,False,364.3189654243695,88.20997738209677,20,#0000FF,Quadrant 2,1,2,50,,#0000FF,0,188.2017775915052
image_2.png,2,True,60.47199064417854,254.9992981806315,20,#0000FF,Quadrant 3,2,1,3,50,#0000FF,0,95.62122451128738
