filename,num_distractors,size,colourbin,selected_cell,actual_cell,correct,selected_response
image_0.png,45,30,0,"(1, 1)","(1, 1)",True,"Cell (1,1)."
image_1.png,26,30,0,"(1, 2)","(1, 2)",True,"Cell (1,2)."
image_2.png,9,30,0,"(2, 2)","(1, 2)",False,"Cell (2,2)"
image_3.png,23,30,0,"(2, 2)","(1, 2)",False,"Cell (2,2)."
image_4.png,3,30,0,"(2, 2)","(1, 2)",False,"Cell (2,2)."
image_5.png,24,30,0,"(2, 1)","(2, 1)",True,"Cell (2,1)."
image_6.png,2,30,0,"(1, 1)","(2, 2)",False,"Cell (1,1)."
image_7.png,50,30,0,"(2, 2)","(2, 2)",True,"Cell (2,2)."
image_8.png,14,30,0,"(2, 2)","(2, 2)",True,"Cell (2,2)"
image_9.png,37,30,0,"(1, 1)","(1, 1)",True,"Cell (1,1)."
image_10.png,36,30,0,"(2, 2)","(2, 2)",True,"Cell (2,2)"
image_11.png,17,30,0,"(1, 1)","(2, 1)",False,"Cell (1,1)"
image_12.png,9,30,0,"(2, 1)","(2, 1)",True,"Cell (2,1)."
image_13.png,30,30,0,"(2, 2)","(1, 2)",False,"Cell (2,2)"
image_14.png,35,30,0,"(1, 1)","(2, 1)",False,"Cell (1,1)."
image_15.png,24,30,0,"(2, 1)","(2, 1)",True,"Cell (2,1)."
image_16.png,35,30,0,"(1, 1)","(2, 1)",False,"Cell (1,1)."
image_17.png,15,30,0,"(2, 2)","(2, 2)",True,"Cell (2,2)."
image_18.png,11,30,0,"(2, 1)","(1, 1)",False,"Cell (2,1)"
image_19.png,21,30,0,"(2, 1)","(1, 2)",False,"Cell (2,1)."
image_20.png,19,30,0,"(2, 2)","(1, 2)",False,"Cell (2,2)."
image_21.png,39,30,0,"(1, 1)","(1, 2)",False,"Cell (1,1)."
image_22.png,40,30,0,"(2, 1)","(2, 1)",True,"Cell (2,1)."
image_23.png,8,30,0,"(1, 1)","(2, 1)",False,"Cell (1,1)."
image_24.png,16,30,0,"(1, 1)","(1, 1)",True,"Cell (1,1)."
image_25.png,21,30,0,"(1, 1)","(1, 2)",False,"Cell (1,1)."
image_26.png,45,30,0,"(2, 1)","(2, 1)",True,"Cell (2,1)."
image_27.png,48,30,0,"(2, 1)","(1, 2)",False,"Cell (2,1)."
image_28.png,17,30,0,"(2, 1)","(1, 2)",False,"Cell (2,1)."
image_29.png,7,30,0,"(2, 1)","(1, 2)",False,"Cell (2,1)."
image_30.png,41,30,0,"(2, 2)","(2, 2)",True,"Cell (2,2)."
image_31.png,6,30,0,"(2, 1)","(1, 2)",False,"Cell (2,1)."
