filename,shape_type,target,center_x,center_y,size,color,quadrant,row,column,num_distractors,num_images,distractor_color,color_bin_index,rotation_angle
image_0.png,circle,True,114.78517690346524,78.50950859329447,30,#0000FF,Quadrant 1,1,1,45,300,#0000FF,0,79.97703273684716
image_0.png,circle,False,388.9039750574382,283.615802234192,20,#0000FF,Quadrant 4,2,2,45,,#0000FF,0,202.2599743002977
image_0.png,circle,False,263.27687724638366,270.85139607135056,20,#0000FF,Quadrant 4,2,2,45,,#0000FF,0,198.2239582026061
image_0.png,circle,False,45.5427554102197,129.7947953429622,20,#0000FF,Quadrant 1,1,1,45,,#0000FF,0,304.21745676565143
image_0.png,circle,False,46.42122991942849,205.8897797741215,20,#0000FF,Quadrant 3,2,1,45,,#0000FF,0,17.98674149646463
image_0.png,circle,False,206.39853964558728,193.84208308930627,20,#0000FF,Quadrant 2,1,2,45,,#0000FF,0,7.97884719483847
image_0.png,circle,False,252.7711297074136,208.6490291365871,20,#0000FF,Quadrant 4,2,2,45,,#0000FF,0,78.19172748766421
image_0.png,circle,False,234.22124574476487,140.53475049631362,20,#0000FF,Quadrant 2,1,2,45,,#0000FF,0,198.22471106018153
image_0.png,circle,False,135.60614555939662,242.54020487230332,20,#0000FF,Quadrant 3,2,1,45,,#0000FF,0,147.39410896093892
image_0.png,circle,False,261.19548653275194,55.78592632111022,20,#0000FF,Quadrant 2,1,2,45,,#0000FF,0,113.09392887400548
image_0.png,circle,False,248.4602350791596,386.5315315777943,20,#0000FF,Quadrant 4,2,2,45,,#0000FF,0,32.847926928022574
image_0.png,circle,False,128.15492373737322,323.9401602945635,20,#0000FF,Quadrant 3,2,1,45,,#0000FF,0,43.9642912827618
image_0.png,circle,False,235.46421616846416,231.89786527843285,20,#0000FF,Quadrant 4,2,2,45,,#0000FF,0,113.92336075671008
image_0.png,circle,False,162.92456025267018,274.0613595457595,20,#0000FF,Quadrant 3,2,1,45,,#0000FF,0,227.17261584810282
image_0.png,circle,False,40.91876911518131,297.52374620426366,20,#0000FF,Quadrant 3,2,1,45,,#0000FF,0,70.69072519364653
image_0.png,circle,False,291.9138056466702,326.3394233181679,20,#0000FF,Quadrant 4,2,2,45,,#0000FF,0,191.11821054774796
image_0.png,circle,False,253.35435804104858,173.8032332381076,20,#0000FF,Quadrant 2,1,2,45,,#0000FF,0,145.882653428462
image_0.png,circle,False,388.4669447748844,90.05398962254431,20,#0000FF,Quadrant 2,1,2,45,,#0000FF,0,43.26799376437271
image_0.png,circle,False,129.05816697104052,287.27288505914555,20,#0000FF,Quadrant 3,2,1,45,,#0000FF,0,308.0138397947604
