filename,shape_type,target,center_x,center_y,size,color,quadrant,row,column,num_distractors,num_images,distractor_color,color_bin_index,rotation_angle
image_0.png,shaded_sphere,True,350.471409464361,179.88144110009705,30,#00FF00,Quadrant 2,1,2,10,300,#00FF00,0,180.0
image_0.png,shaded_sphere_below,False,355.7366818854171,367.7999888835107,30,#0000FF,Quadrant 4,2,2,10,,#0000FF,0,180.0
image_0.png,shaded_sphere_below,False,281.9476621933533,156.74878646333536,30,#0000FF,Quadrant 2,1,2,10,,#0000FF,0,180.0
image_0.png,shaded_sphere_below,False,316.71985388060614,93.91822444867537,30,#0000FF,Quadrant 2,1,2,10,,#0000FF,0,180.0
image_0.png,shaded_sphere_below,False,206.68939083740273,201.28423945967495,30,#0000FF,Quadrant 4,2,2,10,,#0000FF,0,180.0
image_0.png,shaded_sphere_below,False,69.58962851675108,252.23037760118373,30,#0000FF,Quadrant 3,2,1,10,,#0000FF,0,180.0
image_0.png,shaded_sphere_below,False,20.406553454342404,66.63832596434594,30,#0000FF,Quadrant 1,1,1,10,,#0000FF,0,180.0
image_0.png,shaded_sphere_below,False,17.39012543097111,367.4961199732769,30,#0000FF,Quadrant 3,2,1,10,,#0000FF,0,180.0
image_0.png,shaded_sphere_below,False,26.1675448031393,171.78741436841386,30,#0000FF,Quadrant 1,1,1,10,,#0000FF,0,180.0
image_0.png,shaded_sphere_below,False,337.98776318754733,303.3130448371183,30,#0000FF,Quadrant 4,2,2,10,,#0000FF,0,180.0
image_0.png,shaded_sphere_below,False,123.76132229662178,122.56061277698775,30,#0000FF,Quadrant 1,1,1,10,,#0000FF,0,180.0
image_1.png,shaded_sphere,True,138.16967303624432,233.29455231983482,30,#00FF00,Quadrant 3,2,1,11,300,#00FF00,0,180.0
image_1.png,shaded_sphere_below,False,55.65787794550453,353.6643460087714,30,#0000FF,Quadrant 3,2,1,11,,#0000FF,0,180.0
image_1.png,shaded_sphere_below,False,338.90415491380566,210.8180789642339,30,#0000FF,Quadrant 4,2,2,11,,#0000FF,0,180.0
image_1.png,shaded_sphere_below,False,320.76678191934724,321.1900724538569,30,#0000FF,Quadrant 4,2,2,11,,#0000FF,0,180.0
image_1.png,shaded_sphere_below,False,30.16352915150261,234.07976106306134,30,#0000FF,Quadrant 3,2,1,11,,#0000FF,0,180.0
image_1.png,shaded_sphere_below,False,60.09930623687698,291.16814963071045,30,#0000FF,Quadrant 3,2,1,11,,#0000FF,0,180.0
image_1.png,shaded_sphere_below,False,197.31609525073236,56.29536535580751,30,#0000FF,Quadrant 1,1,1,11,,#0000FF,0,180.0
image_1.png,shaded_sphere_below,False,44.53059825204677,178.76385398156148,30,#0000FF,Quadrant 1,1,1,11,,#0000FF,0,180.0
image_1.png,shaded_sphere_below,False,369.0104597278906,277.07504154683056,30,#0000FF,Quadrant 4,2,2,11,,#0000FF,0,180.0
