filename,shape_type,target,center_x,center_y,size,color,quadrant,row,column,num_distractors,num_images,distractor_color,color_bin_index,rotation_angle
image_0.png,2,True,101.36912515961428,255.501794719866,20,#0000FF,Quadrant 3,2,1,48,300,#0000FF,0,77.82488292100471
image_0.png,5,False,230.1474622219929,129.95057490239066,20,#0000FF,Quadrant 2,1,2,48,,#0000FF,0,111.3985016192988
image_0.png,5,False,53.26704039588993,129.74049109273724,20,#0000FF,Quadrant 1,1,1,48,,#0000FF,0,220.74740122702508
image_0.png,5,False,49.85693627615359,82.64877566147551,20,#0000FF,Quadrant 1,1,1,48,,#0000FF,0,31.934194129496014
image_0.png,5,False,172.8953144970717,379.6336912639573,20,#0000FF,Quadrant 3,2,1,48,,#0000FF,0,65.1972170895378
image_0.png,5,False,120.68376018597587,212.69764845223378,20,#0000FF,Quadrant 3,2,1,48,,#0000FF,0,227.43936278004824
image_0.png,5,False,79.54435452748086,214.95028351182773,20,#0000FF,Quadrant 3,2,1,48,,#0000FF,0,161.67007743891594
image_0.png,5,False,145.63113601752127,67.33231756798334,20,#0000FF,Quadrant 1,1,1,48,,#0000FF,0,202.38031630357432
image_0.png,5,False,127.70936301580105,124.85028826312481,20,#0000FF,Quadrant 1,1,1,48,,#0000FF,0,137.431833950589
image_0.png,5,False,251.0270386178337,239.66732489138548,20,#0000FF,Quadrant 4,2,2,48,,#0000FF,0,140.11312751457962
image_0.png,5,False,275.3242911578364,174.65401184892713,20,#0000FF,Quadrant 2,1,2,48,,#0000FF,0,100.33342942352972
image_0.png,5,False,342.76395536542867,94.74700216460097,20,#0000FF,Quadrant 2,1,2,48,,#0000FF,0,147.47766781223464
image_0.png,5,False,320.70089258829245,30.294751567500388,20,#0000FF,Quadrant 2,1,2,48,,#0000FF,0,291.96123294461745
image_0.png,5,False,311.58928558234965,266.4100954930037,20,#0000FF,Quadrant 4,2,2,48,,#0000FF,0,154.80398873233145
image_0.png,5,False,285.45676959276955,65.56068224591644,20,#0000FF,Quadrant 2,1,2,48,,#0000FF,0,298.87398281768867
image_0.png,5,False,259.0564266463107,63.83009193159287,20,#0000FF,Quadrant 2,1,2,48,,#0000FF,0,33.174646049306794
image_0.png,5,False,332.1417824641091,361.73023584822283,20,#0000FF,Quadrant 4,2,2,48,,#0000FF,0,5.9925328111237075
image_0.png,5,False,241.19001692667103,190.1868065723444,20,#0000FF,Quadrant 2,1,2,48,,#0000FF,0,255.694009865762
image_0.png,5,False,41.37546891740776,33.481573053643295,20,#0000FF,Quadrant 1,1,1,48,,#0000FF,0,328.8743677013541
image_0.png,5,False,47.435765270932805,388.66901807639033,20,#0000FF,Quadrant 3,2,1,48,,#0000FF,0,124.50242201646502
image_0.png,5,False,108.88484587008453,23.804744368047846,20,#0000FF,Quadrant 1,1,1,48,,#0000FF,0,129.25855628363732
image_0.png,5,False,98.14882901201196,160.878613299951,20,#0000FF,Quadrant 1,1,1,48,,#0000FF,0,151.39946030322724
image_0.png,5,False,93.45134484790185,303.6752291375004,20,#0000FF,Quadrant 3,2,1,48,,#0000FF,0,238.57788849221805
image_0.png,5,False,116.30172015136469,341.17000854870724,20,#0000FF,Quadrant 3,2,1,48,,#0000FF,0,132.90374243055786
image_0.png,5,False,81.12887291741814,117.38995860607086,20,#0000FF,Quadrant 1,1,1,48,,#0000FF,0,154.54210869329174
image_0.png,5,False,272.3121771792999,88.78635707164074,20,#0000FF,Quadrant 2,1,2,48,,#0000FF,0,100.12526255591587
image_0.png,5,False,66.7702191982795,268.41863265583714,20,#0000FF,Quadrant 3,2,1,48,,#0000FF,0,165.47855903037166
image_0.png,5,False,54.03164409542154,338.02040199506496,20,#0000FF,Quadrant 3,2,1,48,,#0000FF,0,180.90037679033944
image_0.png,5,False,145.96445281876058,24.429430027559164,20,#0000FF,Quadrant 1,1,1,48,,#0000FF,0,100.91996927819241
image_0.png,5,False,176.5754924462067,342.43002061929553,20,#0000FF,Quadrant 3,2,1,48,,#0000FF,0,338.4924813708012
image_0.png,5,False,171.05231661135113,169.43274997072496,20,#0000FF,Quadrant 1,1,1,48,,#0000FF,0,99.80058247003865
image_0.png,5,False,364.88998078899743,22.26819126635787,20,#0000FF,Quadrant 2,1,2,48,,#0000FF,0,182.3239441993816
image_0.png,5,False,284.1353322182035,324.39541020873787,20,#0000FF,Quadrant 4,2,2,48,,#0000FF,0,294.37546556334894
image_0.png,5,False,79.88555570097976,374.74505338373257,20,#0000FF,Quadrant 3,2,1,48,,#0000FF,0,236.08772566052411
image_0.png,5,False,79.27799061290335,185.3772542868819,20,#0000FF,Quadrant 1,1,1,48,,#0000FF,0,160.6001787005028
image_0.png,5,False,357.4629361014328,265.35732819000225,20,#0000FF,Quadrant 4,2,2,48,,#0000FF,0,153.3903813807982
image_0.png,5,False,324.7401997080661,187.56832209990853,20,#0000FF,Quadrant 2,1,2,48,,#0000FF,0,159.49445198469937
image_0.png,5,False,191.82274774761729,228.0820445267983,20,#0000FF,Quadrant 3,2,1,48,,#0000FF,0,344.15239573031636
image_0.png,5,False,11.048301794573343,298.8761039045637,20,#0000FF,Quadrant 3,2,1,48,,#0000FF,0,339.83738716554086
image_0.png,5,False,185.894013569326,305.47672962593793,20,#0000FF,Quadrant 3,2,1,48,,#0000FF,0,88.54614532926936
image_0.png,5,False,208.92125836039727,58.61713457314182,20,#0000FF,Quadrant 2,1,2,48,,#0000FF,0,33.28619227323685
